step,joint,dq,ddq,dctrl,tau_isaac,tau_mujoco,sat_isaac,sat_mujoco
0,left_hip_pitch_joint,0.0005825832486152649,0.009959697723388672,5.960464477539063e-08,-0.09435237944126129,-0.016180619597434998,False,False
0,left_hip_roll_joint,1.4760531485080719e-05,-0.01948004961013794,0.010369967669248581,-7.698220640420914,-8.772701919078827,False,False
0,left_hip_yaw_joint,-0.0019267834722995758,-0.08688712120056152,-0.12033507227897644,-10.663104146718979,1.0039501190185547,False,False
0,left_knee_joint,-0.001667618751525879,-0.13166892528533936,-0.2898024022579193,-42.95130479335785,-0.2577607333660126,False,False
0,left_ankle_pitch_joint,0.00596967339515686,0.03241848945617676,0.47604936361312866,19.305957317352295,0.5676066875457764,False,False
0,left_ankle_roll_joint,0.0019507482647895813,0.03114771842956543,0.07619726657867432,3.139035239815712,0.23146986961364746,False,False
0,right_hip_pitch_joint,0.000512540340423584,0.006431460380554199,0.16830699145793915,17.27089434862137,0.5043125301599503,False,False
0,right_hip_roll_joint,-8.922163397073746e-05,0.024541378021240234,-0.19016119837760925,-9.926679611206055,9.129601657390594,False,False
0,right_hip_yaw_joint,0.0022728852927684784,0.10544991493225098,0.15560291707515717,14.17537635564804,-0.9467266201972961,False,False
0,right_knee_joint,-0.0016900599002838135,-0.12334036827087402,0.002095043659210205,1.117587834596634,0.056460827589035034,False,False
0,right_ankle_pitch_joint,0.005939900875091553,0.02701878547668457,0.6322423219680786,25.0,0.5770683288574219,True,False
0,right_ankle_roll_joint,-0.0019374657422304153,-0.030371904373168945,0.4484789967536926,17.849957704544067,-0.22744393348693848,False,False
0,waist_yaw_joint,0.0001374376006424427,0.002647891640663147,0.5270482897758484,88.0,0.1899002119898796,True,False
0,waist_roll_joint,-5.8528734371066093e-05,0.0002623908221721649,-0.4094233214855194,-16.511810664087534,-0.13590616639703512,False,False
0,waist_pitch_joint,-0.0011075735092163086,-0.07919374108314514,-0.44194483757019043,-16.998881548643112,0.23864023387432098,False,False
0,left_shoulder_pitch_joint,-0.013438165187835693,-0.19318103790283203,-0.37953758239746094,-11.29970645904541,3.1510891914367676,False,False
0,left_shoulder_roll_joint,0.0032294392585754395,0.052152812480926514,-0.2913045883178711,-14.583452343940735,-2.749938428401947,False,False
0,left_shoulder_yaw_joint,-0.008558018133044243,-0.0962820053100586,-0.11544893682003021,-5.2933414578437805,-1.1139867901802063,False,False
0,left_elbow_joint,0.04063946008682251,0.9754338264465332,-0.6082559823989868,-24.792295932769775,2.138957977294922,False,False
0,left_wrist_roll_joint,0.00537736713886261,0.029381155967712402,-0.07086044549942017,-2.796268343925476,0.28262531757354736,False,False
0,left_wrist_pitch_joint,0.0004300624132156372,0.32864630222320557,-0.0450577475130558,-2.5812514424324036,-0.4330928176641464,False,False
0,left_wrist_yaw_joint,-0.0017126777675002813,0.006351590156555176,0.6751788854598999,5.0,-0.06294981576502323,True,False
0,right_shoulder_pitch_joint,-0.013542860746383667,-0.19661259651184082,0.15540993213653564,10.128831386566162,3.174107074737549,False,False
0,right_shoulder_roll_joint,-0.0025805234909057617,-0.04035782814025879,0.2605288028717041,13.366569459438324,2.801837980747223,False,False
0,right_shoulder_yaw_joint,0.006415208801627159,0.07925200462341309,-0.08854331076145172,-2.8622130751609802,1.015379711985588,False,False
0,right_elbow_joint,0.04125708341598511,0.9960808753967285,-0.6566553115844727,-25.0,2.1222243309020996,True,False
0,right_wrist_roll_joint,-0.005335167050361633,-0.02513676881790161,0.13308338820934296,5.282339692115784,-0.2795392870903015,False,False
0,right_wrist_pitch_joint,0.0006391219794750214,0.3408500552177429,-0.013261747546494007,-1.3422488495707512,-0.44536401331424713,False,False
0,right_wrist_yaw_joint,0.0022504781372845173,-0.008804142475128174,1.4901161193847656e-08,0.018200252205133438,0.0994146391749382,False,False
1,left_hip_pitch_joint,-0.006453253328800201,-0.7888452410697937,-0.016953296959400177,-2.5832448303699493,-3.110930919647217,False,False
1,left_hip_roll_joint,0.002271772362291813,-0.32963478565216064,0.0460171215236187,-5.3208151161670685,-10.354619324207306,False,False
1,left_hip_yaw_joint,-0.014975041151046753,-1.8340022563934326,-0.12662161886692047,-7.11136469244957,0.3852885663509369,False,False
1,left_knee_joint,0.005280449986457825,1.3155767917633057,-0.27678170800209045,-44.346000254154205,3.2256307303905487,False,False
1,left_ankle_pitch_joint,0.024992674589157104,4.245473384857178,0.2663930654525757,1.7471035718917847,0.5820344686508179,False,False
1,left_ankle_roll_joint,0.020938526839017868,3.653811454772949,0.029678642749786377,-6.815140105783939,0.1428779661655426,False,False
1,right_hip_pitch_joint,-0.00792519748210907,-0.7894029021263123,0.1447472870349884,17.187685132026672,0.34163162112236023,False,False
1,right_hip_roll_joint,0.0050888750702142715,0.1419769823551178,-0.10530052334070206,-7.440181791782379,3.8827118277549744,False,False
1,right_hip_yaw_joint,0.011205166578292847,1.5766379833221436,0.14597094058990479,11.144407272338867,0.8211049735546112,False,False
1,right_knee_joint,0.004919856786727905,2.0333733558654785,0.05983893573284149,1.5273728966712952,1.4230042397975922,False,False
1,right_ankle_pitch_joint,0.038014695048332214,2.218489646911621,0.4534536600112915,7.426491737365723,-4.7540881633758545,False,False
1,right_ankle_roll_joint,-0.034214962273836136,-1.9200831651687622,0.5749145150184631,25.0,1.116334319114685,True,False
1,waist_yaw_joint,-0.00047386204823851585,-0.06390294432640076,0.5492697954177856,88.0,2.185098100453615,True,False
1,waist_roll_joint,0.0029353760182857513,-0.3065694570541382,-0.24657514691352844,-10.311206765472889,-1.8636328168213367,False,False
1,waist_pitch_joint,-0.0015988004161044955,0.20172452926635742,-0.35795000195503235,-11.870088316500187,3.3925822377204895,False,False
1,left_shoulder_pitch_joint,-0.012613683938980103,0.3455228805541992,-0.5582393407821655,-17.57305335998535,4.597495794296265,False,False
1,left_shoulder_roll_joint,-0.0020679831504821777,-0.37564313411712646,-0.2505408525466919,-12.048386573791504,-2.485114336013794,False,False
1,left_shoulder_yaw_joint,0.009332466870546341,1.2782864570617676,-0.08132562041282654,-6.1600818037986755,-1.255471795797348,False,False
1,left_elbow_joint,0.03534430265426636,-1.2092180252075195,-0.5033764243125916,-15.41917085647583,4.920440196990967,False,False
1,left_wrist_roll_joint,0.004075638949871063,-0.3478670120239258,0.007901564240455627,0.9575636386871338,0.45665961503982544,False,False
1,left_wrist_pitch_joint,0.012378079816699028,0.38294270634651184,-0.05047396570444107,-2.4191272780299187,0.47789716720581055,False,False
