step,max_d_obs,max_d_action,d_root_z,d_root_x,z_isaac,z_mujoco
112,5.6523,0.77311,0.011049,0.24224,0.7873,0.7763
113,5.8809,0.80909,0.0097708,0.24316,0.7906,0.7808
114,6.3754,0.75577,0.0075737,0.24474,0.7924,0.7848
115,6.3754,0.74897,0.0049257,0.24716,0.7929,0.7880
116,6.7613,0.74005,0.0023036,0.25025,0.7924,0.7901
117,6.1685,0.71881,3.1173e-05,0.25384,0.7912,0.7912
118,5.2015,0.70515,0.0018266,0.25773,0.7894,0.7913
119,4.8296,0.73095,0.0033556,0.26186,0.7872,0.7905
120,4.8296,0.82504,0.0047612,0.26601,0.7845,0.7892
121,5.2084,0.84082,0.0062131,0.26992,0.7813,0.7875
122,4.9509,0.92729,0.0077164,0.27327,0.7776,0.7853
123,5.3646,1.0548,0.0093524,0.27587,0.7733,0.7826
124,5.7154,1.1491,0.0098386,0.27813,0.7694,0.7793
125,6.1291,1.8208,0.0090528,0.28018,0.7660,0.7750
126,6.25,1.8568,0.006272,0.28294,0.7636,0.7698
127,6.5738,1.2553,0.0022252,0.28622,0.7632,0.7655
128,6.3107,2.2266,0.0010606,0.28904,0.7647,0.7637
129,5.9825,2.2289,0.0044881,0.29079,0.7679,0.7634
130,5.0263,1.0505,0.0071046,0.29149,0.7723,0.7651
131,4.517,0.60911,0.0091509,0.29146,0.7773,0.7682
132,5.0238,0.92592,0.010266,0.29102,0.7825,0.7722
133,5.3745,1.0264,0.010205,0.29108,0.7869,0.7767
134,5.7184,0.78856,0.0089494,0.29183,0.7902,0.7812
135,6.069,0.78462,0.0067649,0.29325,0.7920,0.7852
136,6.1405,0.71336,0.0041118,0.29547,0.7925,0.7884
137,6.4912,0.71513,0.0013969,0.29839,0.7921,0.7907
138,6.1587,0.74404,0.001056,0.30179,0.7908,0.7919
139,5.1334,0.70878,0.0030994,0.3055,0.7890,0.7921
140,4.9942,0.70949,0.0047919,0.30945,0.7866,0.7914
141,4.9942,0.81137,0.0063335,0.3135,0.7837,0.7901
142,5.3749,0.87169,0.0078554,0.3174,0.7804,0.7883
143,5.1108,0.87235,0.0094341,0.32088,0.7767,0.7861
144,5.447,1.0039,0.011152,0.32368,0.7723,0.7834
145,5.8748,1.1299,0.012295,0.32599,0.7678,0.7801
146,6.211,1.6104,0.011996,0.32816,0.7640,0.7760
147,6.3661,1.6569,0.0096303,0.33094,0.7613,0.7709
148,6.7023,1.3472,0.0046211,0.3344,0.7607,0.7654
149,6.5727,1.8163,0.00047016,0.33727,0.7619,0.7624
150,6.3015,2.5846,0.0027694,0.33935,0.7646,0.7618
151,5.4637,1.637,0.005572,0.34073,0.7685,0.7630
152,4.4315,0.59781,0.0078126,0.34128,0.7736,0.7657
153,5.0815,0.69089,0.0095202,0.34114,0.7791,0.7696
154,5.0815,0.96675,0.010392,0.34122,0.7844,0.7740
155,5.951,0.79539,0.010057,0.34172,0.7887,0.7787
156,5.951,0.80462,0.0086071,0.3428,0.7916,0.7830
157,6.5859,0.74748,0.0063745,0.34467,0.7930,0.7866
158,6.5859,0.73225,0.0037919,0.3474,0.7930,0.7892
159,6.8204,0.73566,0.0012735,0.35074,0.7921,0.7908
160,5.6853,0.84235,0.00088048,0.35447,0.7905,0.7914
161,5.0807,0.71212,0.0026743,0.35851,0.7884,0.7911
162,4.9136,0.75197,0.0042692,0.36268,0.7858,0.7900
163,5.3218,0.84084,0.0058315,0.3667,0.7827,0.7885
164,5.3953,0.85199,0.0074653,0.37026,0.7791,0.7865
165,5.4526,0.94381,0.0092489,0.37304,0.7749,0.7842
166,5.8705,1.0771,0.011017,0.37499,0.7702,0.7812
167,6.1509,1.7468,0.011294,0.37695,0.7662,0.7775
168,6.5515,1.7813,0.010114,0.37903,0.7627,0.7728
169,6.832,1.5356,0.0059621,0.38227,0.7614,0.7674
170,6.8983,1.6041,0.0016832,0.38517,0.7620,0.7637
171,6.7161,2.4748,0.0014822,0.38708,0.7643,0.7628
172,6.5974,1.1524,0.0047318,0.38851,0.7681,0.7633
173,5.102,0.57702,0.0074607,0.38898,0.7729,0.7654
174,5.102,0.62542,0.0093691,0.38858,0.7783,0.7689
175,5.022,0.96345,0.010438,0.38844,0.7835,0.7731
176,5.8722,0.7656,0.01019,0.38876,0.7878,0.7776
177,5.8722,0.78473,0.0087701,0.38974,0.7908,0.7820
178,6.5874,0.73039,0.0065592,0.39154,0.7923,0.7857
179,6.5874,0.73615,0.0039578,0.39428,0.7926,0.7886
180,6.9062,0.71633,0.0014224,0.39771,0.7918,0.7904
181,5.8689,0.73143,0.00074768,0.40161,0.7904,0.7912
182,5.1971,0.67742,0.0025531,0.40582,0.7885,0.7910
183,4.6586,0.74347,0.0041141,0.41021,0.7860,0.7901
184,4.8573,0.83136,0.0056283,0.41461,0.7831,0.7887
185,5.0076,0.84571,0.007171,0.41878,0.7797,0.7869
186,5.1303,0.88684,0.0088079,0.42238,0.7759,0.7847
187,5.534,1.0124,0.010382,0.42534,0.7715,0.7819
188,5.8404,1.6707,0.010749,0.42812,0.7676,0.7783
189,6.2441,1.7787,0.0097184,0.43102,0.7641,0.7738
190,6.4379,1.4592,0.0058308,0.43489,0.7626,0.7684
191,6.6303,1.3805,0.0014968,0.43864,0.7629,0.7644
192,6.4839,2.3438,0.0018738,0.44129,0.7650,0.7631
193,6.2156,1.2618,0.0052626,0.44328,0.7685,0.7632
194,4.7452,0.51283,0.0080982,0.44441,0.7730,0.7649
195,4.822,0.62858,0.010042,0.44465,0.7781,0.7680
196,4.9223,0.97313,0.01112,0.44504,0.7831,0.7720
197,5.637,0.79256,0.010851,0.4457,0.7873,0.7764
198,5.637,0.7826,0.0093486,0.4468,0.7902,0.7809
199,6.3382,0.7367,0.0069869,0.44844,0.7918,0.7848
200,6.3382,0.70121,0.0042195,0.45085,0.7921,0.7879
201,6.6616,0.69414,0.0014789,0.45385,0.7915,0.7900
202,5.8567,0.68424,0.00093257,0.45728,0.7901,0.7910
203,5.0757,0.65552,0.0029651,0.46098,0.7882,0.7911
204,4.6555,0.73627,0.0047015,0.46486,0.7857,0.7904
205,4.6555,0.82901,0.006339,0.46874,0.7828,0.7891
206,4.9661,0.84977,0.0079751,0.47237,0.7794,0.7874
207,4.9363,0.92453,0.0096989,0.47543,0.7755,0.7852
208,5.312,1.0411,0.011341,0.47779,0.7712,0.7825
209,5.6235,1.6336,0.01176,0.47991,0.7674,0.7792
210,5.9992,1.8082,0.010674,0.48217,0.7642,0.7749
211,6.1456,1.5522,0.006694,0.48534,0.7630,0.7697
212,6.3878,1.3871,0.0017719,0.48881,0.7635,0.7653
213,6.2702,2.2323,0.0021029,0.49127,0.7657,0.7636
214,5.8758,2.0469,0.0052513,0.49304,0.7691,0.7639
215,4.8905,1.0526,0.0074363,0.49409,0.7736,0.7662
216,4.7622,0.63397,0.00911,0.49451,0.7787,0.7696
217,5.1946,0.99473,0.010054,0.49502,0.7836,0.7736
218,5.5769,0.88668,0.0098276,0.49582,0.7877,0.7779
219,5.7998,0.83396,0.0084512,0.49713,0.7905,0.7821
220,6.182,0.8174,0.006264,0.49916,0.7920,0.7858
221,6.182,0.75165,0.0036172,0.50203,0.7923,0.7887
222,6.4823,0.73293,0.00087404,0.50562,0.7915,0.7907
223,5.9897,0.72128,0.0016682,0.5097,0.7900,0.7917
224,4.9536,0.75784,0.0038747,0.51403,0.7880,0.7918
225,4.9434,0.78313,0.0057865,0.51849,0.7854,0.7912
226,4.9434,0.82651,0.0075238,0.52286,0.7823,0.7898
227,5.242,0.87845,0.0092238,0.52695,0.7788,0.7880
228,5.228,0.98021,0.011066,0.53053,0.7747,0.7858
229,5.5253,1.0927,0.013036,0.53344,0.7700,0.7830
230,5.9009,1.6372,0.013893,0.53615,0.7658,0.7797
231,6.1982,1.8062,0.013413,0.53887,0.7620,0.7755
232,6.3524,1.5123,0.0096915,0.54238,0.7606,0.7703
233,6.5574,1.4088,0.0038855,0.5465,0.7610,0.7649
234,6.4734,2.177,0.00071412,0.54995,0.7630,0.7623
235,6.2072,2.5899,0.0046991,0.55234,0.7665,0.7618
236,5.1191,1.5914,0.0081158,0.55404,0.7712,0.7631
237,4.5888,0.6484,0.010716,0.55504,0.7767,0.7659
238,5.5771,0.81699,0.012359,0.5554,0.7822,0.7698
239,5.5771,1.0729,0.012696,0.55604,0.7870,0.7743
240,6.3444,0.8652,0.011536,0.55718,0.7905,0.7789
241,6.3444,0.87275,0.0092124,0.55892,0.7924,0.7832
242,6.7544,0.81965,0.0062581,0.56135,0.7930,0.7867
243,6.7544,0.7667,0.0031829,0.56451,0.7925,0.7893
244,6.7501,0.82829,0.00034249,0.56818,0.7912,0.7909
245,5.5347,0.79824,0.0020669,0.5722,0.7893,0.7914
246,5.206,0.71678,0.0040958,0.57638,0.7870,0.7910
247,5.206,0.8453,0.0058917,0.5805,0.7841,0.7900
248,5.6735,0.92604,0.0076195,0.58431,0.7808,0.7884
249,5.2872,0.92777,0.009397,0.58757,0.7770,0.7864
250,5.674,0.94785,0.011338,0.59004,0.7726,0.7840
251,6.0978,1.1132,0.012456,0.59199,0.7684,0.7809
252,6.3669,1.8036,0.012211,0.59373,0.7649,0.7771
253,6.5824,1.8052,0.010003,0.59608,0.7623,0.7723
254,6.8515,1.5535,0.0048482,0.59928,0.7619,0.7667
255,6.7603,1.8,0.00026298,0.60183,0.7632,0.7635
256,6.5866,2.4364,0.0035584,0.60347,0.7662,0.7627
257,5.7529,1.7028,0.0070366,0.60439,0.7705,0.7635
258,4.6758,0.62456,0.0098217,0.60465,0.7758,0.7659
259,5.311,0.82643,0.01169,0.60433,0.7813,0.7696
260,5.311,1.0444,0.012502,0.60437,0.7863,0.7738
261,6.0818,0.82296,0.011803,0.60503,0.7901,0.7783
262,6.0818,0.82589,0.0098388,0.6065,0.7925,0.7827
263,6.6079,0.78442,0.0071456,0.60885,0.7935,0.7864
264,6.6079,0.71447,0.0041895,0.61205,0.7933,0.7891
265,6.7315,0.7797,0.001342,0.61584,0.7922,0.7909
266,5.5422,0.84387,0.001139,0.61995,0.7905,0.7916
267,4.7396,0.7191,0.0032687,0.62423,0.7882,0.7915
268,4.9951,0.7555,0.0051758,0.62854,0.7855,0.7906
269,5.0902,0.85508,0.0070278,0.6327,0.7822,0.7892
270,5.3015,0.87129,0.0089235,0.63644,0.7785,0.7874
271,5.5492,0.92437,0.010973,0.6395,0.7742,0.7851
272,5.9247,1.0457,0.013055,0.64184,0.7693,0.7823
273,6.1745,1.6148,0.013804,0.64411,0.7650,0.7788
274,6.547,1.7247,0.013099,0.64643,0.7613,0.7744
275,6.7968,1.3713,0.0092131,0.6498,0.7598,0.7690
276,6.8434,1.3059,0.0044731,0.65328,0.7602,0.7646
277,6.6648,2.3771,0.00083232,0.65607,0.7622,0.7630
278,6.1262,1.507,0.0029305,0.65806,0.7659,0.7629
279,5.1407,0.65823,0.0060995,0.6589,0.7707,0.7646
280,5.1407,0.59024,0.0084863,0.65874,0.7763,0.7679
281,5.1481,0.87185,0.010181,0.65864,0.7820,0.7718
282,5.681,0.76548,0.010545,0.65874,0.7869,0.7763
283,5.9365,0.7947,0.0095282,0.65938,0.7904,0.7808
284,6.4694,0.76192,0.0074806,0.66069,0.7923,0.7848
285,6.4694,0.70486,0.0048612,0.6629,0.7928,0.7880
286,6.8529,0.70229,0.0022039,0.6658,0.7923,0.7901
287,6.2787,0.75169,0.00012678,0.66918,0.7910,0.7912
288,5.3369,0.66588,0.002045,0.6729,0.7892,0.7913
289,4.8995,0.76081,0.0036433,0.67684,0.7869,0.7906
290,4.8995,0.86081,0.0051156,0.68079,0.7841,0.7892
291,5.4235,0.87904,0.006587,0.68445,0.7809,0.7875
292,5.0228,0.90176,0.0081273,0.6875,0.7772,0.7854
293,5.4014,1.0248,0.00979,0.68972,0.7729,0.7827
294,5.811,1.1243,0.010239,0.69165,0.7690,0.7793
295,6.1896,1.8134,0.00939,0.69335,0.7656,0.7750
296,6.336,1.7864,0.0066018,0.69583,0.7631,0.7697
297,6.6555,1.5969,0.0023914,0.69858,0.7627,0.7651
298,6.4436,2.1129,0.00074625,0.70092,0.7642,0.7634
299,6.1466,2.3215,0.0032576,0.70266,0.7672,0.7640
300,5.1282,1.2306,0.0054057,0.7035,0.7716,0.7662
301,4.1519,0.60864,0.0071254,0.70356,0.7767,0.7696
302,5.0381,0.90794,0.0084715,0.70355,0.7820,0.7735
303,5.0558,0.86468,0.0088728,0.70373,0.7866,0.7778
304,5.7655,0.77715,0.0081202,0.70442,0.7901,0.7819
305,5.7833,0.77455,0.00639,0.70592,0.7920,0.7857
306,6.2004,0.76333,0.0041271,0.70841,0.7927,0.7886
307,6.2182,0.76628,0.0016986,0.71175,0.7923,0.7906
308,6.2797,0.72446,0.0006271,0.71571,0.7910,0.7917
309,5.37,0.68795,0.0026631,0.72006,0.7892,0.7919
310,4.8878,0.72265,0.0044084,0.72464,0.7868,0.7912
311,4.8878,0.80969,0.0059983,0.72924,0.7840,0.7900
312,5.2938,0.84569,0.0075467,0.73367,0.7807,0.7882
313,4.9649,0.91395,0.0091483,0.73766,0.7769,0.7861
314,5.308,1.0415,0.01089,0.74097,0.7725,0.7834
315,5.7521,1.1472,0.012089,0.74375,0.7680,0.7801
316,6.0682,1.6683,0.011854,0.74639,0.7641,0.7760
317,6.2569,1.7463,0.0095759,0.7496,0.7613,0.7709
318,6.573,1.4198,0.0046257,0.75348,0.7607,0.7654
319,6.4793,1.9023,0.00045067,0.7568,0.7620,0.7624
320,6.2768,2.6327,0.0028228,0.75921,0.7647,0.7619
321,5.5177,1.6839,0.0058839,0.76087,0.7688,0.7630
322,4.5399,0.58522,0.0081352,0.76163,0.7740,0.7658
323,5.1764,0.69698,0.0098434,0.76167,0.7796,0.7698
324,5.1764,1.0198,0.010628,0.76188,0.7849,0.7743
325,6.0282,0.78905,0.010163,0.76251,0.7892,0.7790
326,6.0282,0.80581,0.0085858,0.76373,0.7919,0.7834
327,6.6474,0.73975,0.0063064,0.76565,0.7932,0.7869
328,6.6474,0.73739,0.0037664,0.76839,0.7932,0.7895
329,6.8838,0.74729,0.0013368,0.77171,0.7923,0.7909
330,5.6786,0.81514,0.00072289,0.77547,0.7906,0.7914
331,4.8882,0.70154,0.002429,0.77955,0.7885,0.7909
332,4.961,0.75456,0.0039499,0.78375,0.7858,0.7897
333,5.4598,0.83833,0.0054509,0.78784,0.7827,0.7881
334,5.3872,0.84285,0.0070202,0.79144,0.7790,0.7861
335,5.3893,0.95242,0.0087348,0.79427,0.7748,0.7836
336,5.8724,1.081,0.010373,0.79632,0.7701,0.7805
337,6.1044,1.7777,0.010505,0.79841,0.7661,0.7766
338,6.537,1.8215,0.0090728,0.80081,0.7627,0.7718
339,6.769,1.6541,0.0047131,0.80408,0.7614,0.7662
340,6.8746,1.8195,0.00094014,0.80684,0.7621,0.7630
341,6.624,2.5416,0.0020871,0.80865,0.7644,0.7623
342,6.0268,1.7557,0.0048527,0.80981,0.7681,0.7633
343,4.8352,0.59839,0.0071815,0.81032,0.7729,0.7658
344,4.9359,0.68853,0.0089132,0.81017,0.7784,0.7695
345,4.9359,1.0093,0.0099087,0.81023,0.7836,0.7737
346,5.7885,0.81296,0.0096391,0.81076,0.7879,0.7783
347,5.7885,0.7924,0.0082179,0.81201,0.7909,0.7827
348,6.4448,0.74524,0.006061,0.81411,0.7924,0.7863
349,6.4448,0.77708,0.00356,0.81713,0.7927,0.7891
350,6.774,0.74742,0.0010974,0.82084,0.7920,0.7909
351,5.7416,0.75417,0.0010458,0.82506,0.7906,0.7916
352,4.9805,0.71766,0.002858,0.82958,0.7886,0.7915
353,4.8721,0.71535,0.0044438,0.83428,0.7861,0.7906
354,5.1124,0.80618,0.0059791,0.83897,0.7832,0.7892
355,5.1352,0.82261,0.007547,0.84339,0.7798,0.7873
356,5.2363,0.88857,0.0092514,0.84723,0.7758,0.7851
357,5.624,1.0141,0.010947,0.85044,0.7713,0.7822
358,5.9069,1.6821,0.011429,0.85346,0.7673,0.7787
359,6.2947,1.807,0.010518,0.85664,0.7637,0.7742
360,6.5521,1.4764,0.00649,0.8608,0.7623,0.7688
361,6.6493,1.3935,0.0016764,0.86489,0.7628,0.7645
362,6.5076,2.3161,0.00205,0.86773,0.7650,0.7629
363,6.0129,1.3153,0.0058361,0.86998,0.7686,0.7628
364,4.7623,0.51993,0.0087256,0.87124,0.7733,0.7645
365,4.843,0.62929,0.010694,0.87154,0.7785,0.7678
366,5.1579,0.96985,0.011743,0.87197,0.7836,0.7718
367,5.665,0.82031,0.011384,0.87272,0.7877,0.7764
368,5.84,0.80518,0.0097537,0.87389,0.7906,0.7809
369,6.3471,0.75798,0.0073022,0.87558,0.7922,0.7849
370,6.3471,0.7101,0.0044666,0.87796,0.7925,0.7880
371,6.6446,0.69288,0.0016823,0.8809,0.7918,0.7902
372,6.0116,0.71322,0.00075823,0.88424,0.7905,0.7912
373,5.1147,0.65376,0.002804,0.88781,0.7885,0.7913
374,4.7068,0.74501,0.0045317,0.89156,0.7861,0.7906
375,4.7068,0.84059,0.0061382,0.89529,0.7832,0.7893
376,5.0019,0.85657,0.0077599,0.89875,0.7798,0.7875
377,4.991,0.93333,0.0094452,0.90163,0.7759,0.7854
378,5.3689,1.056,0.01107,0.90386,0.7716,0.7827
379,5.6822,1.6504,0.011587,0.90581,0.7677,0.7793
380,6.06,1.7861,0.010764,0.90778,0.7643,0.7751
381,6.2055,1.4999,0.0069064,0.91077,0.7629,0.7698
382,6.4615,1.4367,0.0019079,0.91403,0.7633,0.7652
383,6.3533,2.1334,0.001905,0.91636,0.7654,0.7635
384,5.9346,2.1628,0.0054145,0.91795,0.7688,0.7634
385,4.8089,1.101,0.0083283,0.91908,0.7733,0.7650
386,4.4233,0.67626,0.010338,0.91958,0.7784,0.7680
387,5.2263,0.95397,0.011239,0.91977,0.7833,0.7720
388,5.2324,0.96178,0.010861,0.92057,0.7874,0.7765
389,5.9079,0.84939,0.0092109,0.92201,0.7902,0.7810
390,5.914,0.82954,0.0066575,0.92409,0.7917,0.7850
391,6.1462,0.76554,0.0036797,0.92692,0.7920,0.7883
392,6.1523,0.71962,0.00070083,0.93046,0.7913,0.7906
393,6.0501,0.72716,0.0019888,0.93444,0.7898,0.7918
394,5.1747,0.67055,0.0042704,0.9387,0.7878,0.7921
395,5.1904,0.74179,0.0062198,0.94308,0.7852,0.7915
396,5.1904,0.85995,0.0079728,0.94743,0.7823,0.7902
397,5.4985,0.928,0.0096696,0.95155,0.7789,0.7885
398,5.3101,0.92197,0.011475,0.95522,0.7749,0.7864
399,5.6758,1.0253,0.013352,0.95828,0.7704,0.7838
